road,id,model_type,condition,name,lat,lon,length
N1,N1_link499,link,,,20.9585225,92.2541857,338
N1,N1_LRP445d,bridge,A,JADIMORH BOX CULVERT,20.95710001,92.25465266,1.2
N1,N1_link500,link,,,20.95601943,92.25509196,261
N1,N1_LRP446a,bridge,A,Jadimura bridge,20.95493884,92.25553125,7.5
N1,N1_link501,link,,,20.95204199,92.25697607,746
N1,N1_LRP446b,bridge,A,Umor khali Bridge,20.94914513,92.25842089,35.5
N1,N1_link502,link,,,20.94864941,92.25884211,153
N1,N1_LRP446d,bridge,A,DONDO MIA BOX CULVERT,20.94815369,92.25926333,1.5
N1,N1_link503,link,,,20.94762424,92.25952582,160
N1,N1_LRP447a,bridge,A,DONDO MIA BOX CULVERT,20.94709479,92.25978831,2.7
N1,N1_link504,link,,,20.94647279,92.2600608,184
N1,N1_LRP447b,bridge,A,DOMMO MIA BOX CULVERT,20.94585079,92.2603333,1.2
N1,N1_link505,link,,,20.94431966,92.26046506,385
N1,N1_LRP447c,bridge,C,DHANDO MIA,20.94278852,92.26059681,38.6
N1,N1_link506,link,,,20.94004689,92.26148589,656
N1,N1_LRP448a,bridge,B,DONDO MIA CHAK POST BRIDGE,20.93730526,92.26237497,51
N1,N1_link507,link,,,20.93486565,92.26299419,577
N1,N1_LRP448c,bridge,A,Domodia Bridge(1),20.93242603,92.2636134,13.5
N1,N1_link508,link,,,20.9321509,92.26366301,63
N1,N1_LRP449a,bridge,A,Domdomia Bridge(2),20.93187577,92.26371263,13.5
N1,N1_link509,link,,,20.93113773,92.26384571,169
N1,N1_LRP449c,bridge,A,DONDOMIA,20.93039968,92.2639788,2.7
N1,N1_link510,link,,,20.92926853,92.26414,257
N1,N1_LRP449d,bridge,C,DONOMIA,20.92813739,92.2643012,34.8
N1,N1_link511,link,,,20.92676321,92.26462318,322
N1,N1_LRP449f,bridge,D,DONMIA,20.92538903,92.26494516,2.7
N1,N1_link512,link,,,20.92315834,92.26619898,578
N1,N1_LRP450a,bridge,B,KARUMTOLI,20.92092765,92.26745281,37.6
N1,N1_link513,link,,,20.91990792,92.26808023,269
N1,N1_LRP450c,bridge,A,KARUNTON BOX CULVERT,20.9188882,92.26870765,1.2
N1,N1_link514,link,,,20.91844217,92.26890427,111
N1,N1_LRP450d,bridge,A,Karumtoli choto(1) Bridge,20.91799614,92.26910089,6
N1,N1_link515,link,,,20.91735132,92.26947902,168
N1,N1_LRP450e,bridge,A,SHOLO BANDOR TAKNAF,20.9167065,92.26985714,6
N1,N1_link516,link,,,20.91603861,92.27029056,175
N1,N1_LRP451a,bridge,B,KAKUM TOLI CHACK BOX CULVERT,20.91537072,92.27072397,1.2
N1,N1_link517,link,,,20.9150029,92.27096534,96
N1,N1_LRP451b,bridge,A,KARUMTOLI (3)BOX CULVERT,20.91463508,92.2712067,2.8
N1,N1_link518,link,,,20.91365512,92.27196391,293
N1,N1_LRP451c,bridge,A,Karumtoli(1) Bridge,20.91267516,92.27272112,33.7
N1,N1_link519,link,,,20.91214973,92.27303176,144
N1,N1_LRP451e,bridge,A,KARUM TOLI BOX CULVERT,20.9116243,92.2733424,1.3
N1,N1_link520,link,,,20.9110264,92.273741,160
N1,N1_LRP451f,bridge,A,Karumtoli(2) Bridge,20.9104285,92.2741396,29.3
N1,N1_link521,link,,,20.91012581,92.27434139,81
N1,N1_LRP451h,bridge,A,Karumtoli (3) Bridge,20.90982312,92.27454319,10.6
N1,N1_link522,link,,,20.90964001,92.27466526,49
N1,N1_LRP451i,bridge,A,Polashir Bridge,20.90945691,92.27478733,10.6
N1,N1_link523,link,,,20.90874452,92.27523896,192
N1,N1_LRP452a,bridge,A,BAROY TOLI RCC GIDER BRIDGE,20.90803213,92.27569059,30
N1,N1_link524,link,,,20.90774005,92.27587482,77
N1,N1_LRP452c,bridge,A,BORY TOLI SLAB CULVERT,20.90744796,92.27605905,2.8
N1,N1_link525,link,,,20.90671256,92.27657231,210
N1,N1_LRP452d,bridge,A,BORYTOLI SLAB CULVERT,20.90597715,92.27708556,2.8
N1,N1_link526,link,,,20.90564114,92.27732973,89
N1,N1_LRP452e,bridge,A,BARITOLI BOX CULVERT,20.90530514,92.2775739,2.8
N1,N1_link527,link,,,20.9049385,92.27782537,100
N1,N1_LRP452f,bridge,A,Gilatoli (1) Bridge,20.90457186,92.27807684,17.5
N1,N1_link528,link,,,20.90413156,92.27838504,123
N1,N1_LRP452h,bridge,A,Baroytoli Bridge,20.90369126,92.27869323,8.3
N1,N1_link529,link,,,20.90344702,92.27886895,72
N1,N1_LRP452i,bridge,A,Baraytoli (3) Bridge,20.90320277,92.27904466,6.1
N1,N1_link530,link,,,20.90254385,92.27945912,190
N1,N1_LRP452j,bridge,A,Naiton Para(1) Bridge,20.90188493,92.27987359,23
N1,N1_link531,link,,,20.89949189,92.28246718,816
N1,N1_LRP453a,bridge,A,Naitom Para (2) Bridge,20.89709885,92.28506077,15.1
N1,N1_link532,link,,,20.89609423,92.28650657,386
N1,N1_LRP454a,bridge,A,Naitong Para (3) Bridge,20.89508961,92.28795238,9
N1,N1_link533,link,,,20.89368036,92.28946821,462
N1,N1_LRP454b,bridge,A,Naitom Para(4) Bridge,20.89227111,92.29098403,9
N1,N1_link534,link,,,20.89121478,92.29335106,586
N1,N1_LRP455a,bridge,B,TEKNAF NAITANG RCC GIDER BRIDGE,20.89015845,92.29571808,37.3
N1,N1_link535,link,,,20.88736259,92.29721698,882
N1,N1_LRP456a,bridge,A,BUS STAND TEKNAF BOX CULVERT,20.88456672,92.29871589,1.5
N1,N1_link536,link,,,20.88381859,92.29843942,185
N1,N1_LRP456b,bridge,C,BUS STAND TEKNAF BOX CULVERT,20.88307045,92.29816296,1.5
N1,N1_link537,link,,,20.88202784,92.29797018,247
N1,N1_LRP456c,bridge,C,YAKNAT BRIDGE,20.88098522,92.2977774,35.9
N1,N1_link538,link,,,20.87195096,92.2979302,2141
N1,N1_LRPE,sourcesink,,"End of Road at Shapla Chattar ,Teknaf Meet with Z1098 &Z1099.",20.8629167,92.298083,0
N102,N102_LRPS,sourcesink,,Start of road from N1 Mainamati,23.4789716,91.1181938,0
N102,N1_LRP084a-N102_LRPS,intersection,,,23.4789716,91.1181799,0
N102,N102_link541,link,,,23.48277697,91.11579871,984
N102,N102_LRPSc,bridge,A,PORISPUR BOX CULVERT,23.48658234,91.11341752,3
N102,N102_link542,link,,,23.4901701,91.10996222,1075
N102,N102_LRP002a,bridge,A,Brorechon,23.49375787,91.10650693,1.5
N102,N102_link543,link,,,23.49503694,91.10621366,304
N102,N102_LRP002b,bridge,A,SHABAR BAZAR,23.49631602,91.10592039,1.6
N102,N102_link544,link,,,23.49696554,91.10576152,148
N102,N102_LRP002c,bridge,A,ZUMUR BOX CULVERT,23.49761507,91.10560266,1.4
N102,N102_link545,link,,,23.51988759,91.09013182,5964
N102,N102_LRP008a,bridge,A,Barura Bridge,23.54216011,91.07466097,17.8
N102,N102_link546,link,,,23.54601326,91.07052618,1210
N102,N102_LRP009a,bridge,A,KONSENOGOR BOX CUL,23.5498664,91.06639138,3
N102,N102_link547,link,,,23.56595908,91.05093432,5424
N102,N102_LRP015a,bridge,A,BUGRABUS BOX CULVERT,23.58205176,91.03547727,5.7
N102,N102_link548,link,,,23.58496492,91.02601451,2209
N102,N102_LRP017a,bridge,A,BHIRALLA BOX CULVERT,23.58787809,91.01655175,3
N102,N102_link549,link,,,23.59099166,91.00840029,1804
N102,N102_LRP019a,bridge,A,BARRA (3)BOX CULVERT,23.59410524,91.00024884,6
N102,N102_link550,link,,,23.59512146,90.99893252,357
N102,N102_LRP019b,bridge,A,BARRA 2 BOX CUL,23.59613768,90.99761621,2.5
N102,N102_link551,link,,,23.60606552,90.9875817,3190
N102,N102_LRP022a,bridge,A,SAIRCHOR BOX CULVERT,23.61599335,90.9775472,9.6
N102,N102_link552,link,,,23.61942493,90.97538186,895
N102,N102_LRP023b,bridge,A,Bangl Bari Bridge,23.6228565,90.97321651,33.45
N102,N102_link553,link,,,23.64174649,90.97922066,5030
N102,N102_LRP028c,bridge,A,DHARIA BOX CULVERT,23.66063649,90.98522481,12.3
N102,N102_link554,link,,,23.66367401,90.99011037,1247
N102,N102_LRP029d,bridge,A,C. M. B BAZAR BOX CUVERT,23.66671153,90.99499593,12.6
N102,N102_link555,link,,,23.6756098,91.01033798,3806
N102,N102_LRP033c,bridge,A,SHALGANG BOX CULVERT,23.68450807,91.02568004,9.4
N102,N102_link556,link,,,23.68802357,91.02894081,868
N102,N102_LRP034b,bridge,A,BROSALGAR CULVERT,23.69153907,91.03220158,9.5
N102,N102_link557,link,,,23.69757695,91.04068357,2188
N102,N102_LRP036b,bridge,A,MOULSBI BARI CULVERT,23.70361484,91.04916557,12.2
N102,N102_link558,link,,,23.70410855,91.04980782,174
N102,N102_LRP036d,bridge,A,BRAMMON PARA BOX CULVERT,23.70460227,91.05045007,12.2
N102,N102_link559,link,,,23.70717349,91.05370357,860
N102,N102_LRP037c,bridge,A,MUDOBPUR CULVERT,23.70974471,91.05695707,4.8
N102,N102_link560,link,,,23.71043336,91.05776525,218
N102,N102_LRP037d,bridge,A,MIRPUR CULVERT,23.711122,91.05857343,4.65
N102,N102_link561,link,,,23.71276589,91.06062308,535
N102,N102_LRP038b,bridge,A,MURPUR BOX,23.71440977,91.06267274,12.5
N102,N102_link562,link,,,23.715752,91.06429828,462
N102,N102_LRP038d,bridge,A,TALIPARA BOX CULVERT,23.71709423,91.06592381,6.2
N102,N102_link563,link,,,23.73867948,91.08487642,6322
N102,N102_LRP045a,bridge,A,GOLA SHAR BOX CULVERT,23.76026473,91.10382904,6
N102,N102_link564,link,,,23.77641557,91.12471543,5588
N102,N102_LRP050c,bridge,A,Saidabad Bridge,23.7925664,91.14560182,20.6
N102,N102_link565,link,,,23.81166434,91.15043845,4484
N102,N102_LRP055c,bridge,A,MATIA PARA BOX CULVERT,23.83076228,91.15527509,4.6
N102,N102_link566,link,,,23.84495179,91.15584077,3335
N102,N102_LRP058a,bridge,A,PUJANESHAR PC GIRDER,23.85914131,91.15640644,34.2
N102,N102_link567,link,,,23.86201467,91.15311933,974
N102,N102_LRP059b,bridge,C,Akhand Bridge,23.86488803,91.14983222,16.38
N102,N102_link568,link,,,23.87511848,91.1423391,2722
N102,N102_LRP062b,bridge,A,SULTANPUR BOX CULVERT,23.88534893,91.13484597,5.5
N102,N102_link569,link,,,23.88744185,91.13351012,662
N102,N102_LRP062c,bridge,A,SULTANPUR BOX CULVERT,23.88953477,91.13217427,5.6
N102,N102_link570,link,,,23.90139718,91.12774846,2681
N102,N102_LRP065a,bridge,A,OUSURA BOX CULVERT,23.91325958,91.12332264,5.6
N102,N102_link571,link,,,23.93024766,91.12008646,3923
N102,N102_LRP069a,bridge,B,VADHUGLAR BOX CULVERT,23.94723573,91.11685028,3
N102,N102_link572,link,,,23.95758553,91.10912408,3475
N102,N102_LRP073e,bridge,A,Dakhin Pouro tala bridge,23.96793532,91.10139788,32.15
N102,N102_link573,link,,,23.98911693,91.10539185,5014
N102,N102_LRP078b,bridge,B,MOLABI BARI CULVERT,24.01029853,91.10938583,6.5
N102,N102_link574,link,,,24.01744043,91.11062817,1605
N102,N102_LRP080a,bridge,B,UTTOR SHOHIL PUR CULVERT,24.02458234,91.1118705,3
N102,N102_link575,link,,,24.03363528,91.11297522,2042
N102,N102_LRP082a,bridge,A,BATHBARIA BOX CULVERT,24.04268823,91.11407994,3
N102,N102_link576,link,,,24.04664966,91.11437332,903
N102,N102_LRPE,sourcesink,,Meet with N 2 at Sanail,24.0506111,91.1146667,0
N104,N104_LRPS,sourcesink,,Intersection with Z1031,23.0096667,91.3994163,0
N104,N104_link578,link,,,23.0095142,91.39778243,349
N104,N104_LRPSa,bridge,A,Shasaugtachha culvert,23.0093617,91.39614856,3.65
N104,N104_link579,link,,,23.0094517,91.38877533,1529
N104,N1_LRP148a-N104_LRP001a,intersection,,,23.0095417,91.3814021,0
N104,N104_link580,link,,,22.98585176,91.35729402,8632
N104,N104_LRP010a,bridge,A,BAKER BAZAR BOX CULVERT,22.96216182,91.33318593,3
N104,N104_link581,link,,,22.95141971,91.30577126,6900
N104,N104_LRP017b,bridge,A,RAMNAGAR BRIGE,22.9406776,91.27835658,6
N104,N104_link582,link,,,22.94532304,91.22725763,11047
N104,N104_LRP028a,bridge,A,BAROPAL SLAB CULVERT,22.94996849,91.17615869,9.1
N104,N104_link583,link,,,22.90870615,91.13661159,16383
N104,N104_LRP044d,bridge,A,BOXSI MAZIR BOX CULVERT,22.8674438,91.0970645,6.4
N104,N104_link584,link,,,22.84659655,91.09925445,4790
N104,N104_LRPE,sourcesink,,Meet with Z1441& Z1405 at Sonapur.,22.8257493,91.1014444,0
N105,N105_LRPS,sourcesink,,"Starts of road from N1,Dhaka teknaf road at Madanpur.",23.6904163,90.5466108,0
N105,N1_LRP012c-N105_LRPS,intersection,,,23.6904163,90.5465969,0
N105,N105_link587,link,,,23.703194,90.55821122,3769
N105,N105_LRP003a,bridge,A,KHAJLA PUR,23.7159717,90.56982555,6
N105,N105_link588,link,,,23.72168841,90.57645522,1872
N105,N105_LRP005c,bridge,A,KAZI PARA,23.72740511,90.58308488,6.1
N105,N105_link589,link,,,23.72906168,90.5849988,537
N105,N105_LRP006a,bridge,A,BOSTROL CULVERT,23.73071825,90.58691272,6
N105,N105_link590,link,,,23.7580048,90.57787964,6625
N105,N2_LRP012b-N105_LRP012a,intersection,,,23.78529135,90.56884655,0
N105,N105_link591,link,,,23.80449429,90.56666242,4587
N105,N105_LRP017c,bridge,A,SHIMOLIA,23.82369724,90.56447829,6
N105,N105_link592,link,,,23.83038436,90.55639372,2984
N105,N105_LRP020c,bridge,A,CHAPRA,23.83707148,90.54830916,4.5
N105,N105_link593,link,,,23.83661406,90.54368218,1066
N105,N105_LRP021d,bridge,A,POLKHAN,23.83615664,90.53905521,4.5
N105,N105_link594,link,,,23.83842064,90.53699324,664
N105,N105_LRP022c,bridge,A,GULLEN,23.84068463,90.53493127,4.6
N105,N105_link595,link,,,23.84333085,90.53248817,1060
N105,N105_LRP023c,bridge,A,GOLLAR,23.84597708,90.53004508,6
N105,N105_link596,link,,,23.85178477,90.52487246,1397
N105,N105_LRP024c,bridge,A,MADANPUR,23.85759247,90.51969983,6
N105,N105_link597,link,,,23.86633541,90.51222451,2579
N105,N105_LRP027c,bridge,A,PATARTEK,23.87507836,90.50474918,4.5
N105,N105_link598,link,,,23.88363998,90.49440544,3350
N105,N105_LRP030c,bridge,A,NARAYAN ROLI,23.89220161,90.48406171,5
N105,N105_link599,link,,,23.89809487,90.48197642,1451
N105,N105_LRP032b,bridge,A,SHAMMUDDA,23.90398813,90.47989113,1
N105,N105_link600,link,,,23.9049999,90.47954464,237
N105,N105_LRP032c,bridge,A,SAMUDAA,23.90601166,90.47919814,3
N105,N105_link601,link,,,23.91422426,90.4707935,2656
N105,N105_LRP035d,bridge,A,DIRAJSHRAM,23.92243686,90.46238886,5
N105,N105_link602,link,,,23.93317971,90.44807646,3819
N105,N105_LRP039b,bridge,A,MOGORKHAL,23.94392256,90.43376405,6
N105,N105_link603,link,,,23.94595261,90.42916785,1063
N105,N105_LRP040c,bridge,A,MADANPUR,23.94798267,90.42457164,3
N105,N105_link604,link,,,23.94871526,90.42029818,919
N105,N105_LRP041c,bridge,A,BOGRA-2,23.94944784,90.41602472,3
N105,N105_link605,link,,,23.95076976,90.41047893,1095
N105,N105_LRP042b,bridge,A,NOWZAR,23.95209169,90.40493313,3
N105,N105_link606,link,,,23.97080954,90.38157766,7140
N105,N105_LRP048,sourcesink,,"B.Bridge 83 km,Tangail 60 km / End of Road  Intersection at N4 at Joydebpur.",23.9895274,90.3582222,0
N2,N2_LRPS,sourcesink,,Road Start from N1 at Katchpur,23.7059167,90.5214438,0
N2,N1_LRP009a-N2_LRPS,intersection,,,23.706,90.52148545,0
N2,N2_link609,link,,,23.74564568,90.545166,11476
N2,N2_LRP012b-N105_LRP012a,intersection,,,23.78529135,90.56884655,0
N2,N2_link610,link,,,23.78533998,90.56888363,6
N2,N2_LRP012c,bridge,B,GOLA GANDE BRIDGE,23.7853886,90.56892072,17.5
N2,N2_link611,link,,,23.78716117,90.57142489,698
N2,N2_LRP012f,bridge,A,SHAWGHAT BOX CULVERT,23.78893375,90.57392907,3.9
N2,N2_link612,link,,,23.80153278,90.58430861,3497
N2,N2_LRP016a,bridge,A,BANTI BOX CULVERT,23.81413182,90.59468815,3.4
N2,N2_link613,link,,,23.82190224,90.60200032,2289
N2,N2_LRP018a,bridge,A,PUTCHRUCLAI CULVERT,23.82967266,90.60931249,4.5
N2,N2_link614,link,,,23.8376164,90.61828351,2548
N2,N2_LRP021a,bridge,A,PURINDA BAZAR BOX CULVERT,23.84556013,90.62725454,4
N2,N2_link615,link,,,23.84770065,90.62940874,654
N2,N2_LRP021b,bridge,A,PURINDHA BOX CULVERT,23.84984116,90.63156294,8
N2,N2_link616,link,,,23.85233463,90.64509312,3032
N2,N2_LRP024b,bridge,A,RAINADI BOX CULVERT,23.85482811,90.65862331,4
N2,N2_link617,link,,,23.8546411,90.66112364,508
N2,N2_LRP025a,bridge,A,KANDA PARA BOX CULVERT,23.8544541,90.66362397,4
N2,N2_link618,link,,,23.85417141,90.66552801,399
N2,N2_LRP025b,bridge,A,NAWPARA BOX CULVERT,23.85388872,90.66743205,2
N2,N2_link619,link,,,23.86800703,90.66696117,3836
N2,N2_LRP029b,bridge,A,CHAITABOR BOX CULVERT,23.88212533,90.66649028,2.5
N2,N2_link620,link,,,23.88789846,90.66680593,1571
N2,N2_LRP031c,bridge,A,Panchdona Bridge,23.89367159,90.66712158,31.72
N2,N2_link621,link,,,23.89403954,90.66960867,512
N2,N2_LRP031e,bridge,B,BOLTIRISH KANE CULVERT,23.89440749,90.67209577,3
N2,N2_link622,link,,,23.89482327,90.67326782,253
N2,N2_LRP031f,bridge,C,SHIKANDI BOX CULVERT,23.89523905,90.67443986,2.5
N2,N2_link623,link,,,23.90861205,90.68579623,3926
N2,N2_LRP035b,bridge,A,BAGDI BOX CULVERT,23.92198505,90.6971526,12.7
N2,N2_link624,link,,,23.93088827,90.70357495,2405
N2,N2_LRP038a,bridge,A,Bala Nagar Bridge,23.93979149,90.70999729,61.3
N2,N2_link625,link,,,23.94158486,90.7100616,405
N2,N2_LRP038c,bridge,A,KARAR CHAR CULVERT,23.94337823,90.71012591,3
N2,N2_link626,link,,,23.94474376,90.7106172,333
N2,N2_LRP039a,bridge,A,KARAR CHAR CULVERT (2),23.94610929,90.7111085,12.6
N2,N2_link627,link,,,23.94975804,90.71312286,893
N2,N2_LRP039c,bridge,A,NAGOR BARI CULVERT,23.9534068,90.71513721,5.5
N2,N2_link628,link,,,23.95478877,90.71589011,348
N2,N2_LRP040a,bridge,A,PATUAR PAR CULVERT,23.95617074,90.716643,3.4
N2,N2_link629,link,,,23.95826941,90.71780436,525
N2,N2_LRP040b,bridge,A,BARAITULA BUSTANT CULVERT,23.96036807,90.71896572,3
N2,N2_link630,link,,,23.96317929,90.72052658,705
N2,N2_LRP041b,bridge,A,SAYEA NAGAR (2) CULVERT,23.96599051,90.72208744,3
N2,N2_link631,link,,,23.96815587,90.72347382,556
N2,N2_LRP042a,bridge,A,SAYED NAGOR CULVERT,23.97032123,90.72486021,1.8
N2,N2_link632,link,,,23.97306427,90.72716227,778
N2,N2_LRP042d,bridge,B,SAYED NAGOR CULVERT,23.97580732,90.72946434,8.3
N2,N2_link633,link,,,23.97697018,90.7304701,357
N2,N2_LRP043a,bridge,A,ITAKHOLA CULVERT,23.97813304,90.73147587,2
N2,N2_link634,link,,,23.9790012,90.73227094,488
N2,N2_LRP043d,bridge,A,ITAKHOLO CULVERT,23.97986936,90.73306601,12.6
N2,N2_link635,link,,,23.98098213,90.73672145,525
N2,N2_LRP044a,bridge,A,SHASPUR CULVERT,23.9820949,90.7403769,2.5
N2,N2_link636,link,,,23.98398119,90.7433406,751
N2,N2_LRP044c,bridge,A,GASIRDIA CULVERT,23.98586748,90.7463043,4
N2,N2_link637,link,,,23.98821176,90.74976457,877
N2,N2_LRP045b,bridge,A,GASHIRDIA BOX CULVERT,23.99055603,90.75322484,4.1
N2,N2_link638,link,,,23.99233221,90.75652233,780
N2,N2_LRP046a,bridge,A,Simbi Bridge,23.99410839,90.75981982,95.5
N2,N2_link639,link,,,23.99500662,90.7614716,399
N2,N2_LRP046c,bridge,A,KHARAMARA BOX CULVERT,23.99590486,90.76312339,10.3
N2,N2_link640,link,,,23.9963129,90.76389173,181
N2,N2_LRP047a,bridge,A,KUNDAR PARA (1) BOX CULVERT,23.99672093,90.76466008,3.9
N2,N2_link641,link,,,23.99728373,90.76573477,254
N2,N2_LRP047c,bridge,A,KUNDARPARA (2) BOX CULVERT,23.99784652,90.76680946,2
N2,N2_link642,link,,,23.99913861,90.76948078,619
N2,N2_LRP048a,bridge,A,HAZI BAGAN CULVERT,24.00043071,90.77215211,9.6
N2,N2_link643,link,,,24.00168031,90.77625166,880
N2,N2_LRP048b,bridge,A,SHARIPULAIA BOX CULVERT,24.00292991,90.78035122,9.5
N2,N2_link644,link,,,24.00609737,90.78667453,1491
N2,N2_LRP050a,bridge,A,HAGIBAGAN BOX CULVERT,24.00926483,90.79299785,3
N2,N2_link645,link,,,24.01505118,90.80184736,2221
N2,N2_LRP052a,bridge,A,CHAITANUE BOX CULVERT,24.02083753,90.81069687,11
N2,N2_link646,link,,,24.0236873,90.8151816,1113
N2,N2_LRP053a,bridge,A,KAMARTEK BOX CULVERT,24.02653707,90.81966633,7.3
N2,N2_link647,link,,,24.02788695,90.8217882,502
N2,N2_LRP054a,bridge,A,GABTALI BOX CULVERT,24.02923682,90.82391008,7.25
N2,N2_link648,link,,,24.03108755,90.82694636,763
N2,N2_LRP054b,bridge,A,MARJAL BOX CULVERT,24.03293827,90.82998264,3.5
N2,N2_link649,link,,,24.03485949,90.83308183,763
N2,N2_LRP055b,bridge,A,MARGAL BOX CULVERT,24.03678072,90.83618102,4
N2,N2_link650,link,,,24.03780318,90.83795916,430
N2,N2_LRP056a,bridge,A,BARMANERTEK BOX CULVERT,24.03882564,90.83973729,4
N2,N2_link651,link,,,24.03953781,90.84166229,420
N2,N2_LRP056b,bridge,A,Bitimargal Bridge,24.04024999,90.84358729,18.9
N2,N2_link652,link,,,24.0409188,90.84639433,592
N2,N2_LRP057a,bridge,A,BITIMARGAL BOX CULVERT,24.04158761,90.84920137,3.5
N2,N2_link653,link,,,24.04176504,90.84999611,163
N2,N2_LRP057b,bridge,A,SHIMELTALA BOX CULVERT,24.04194246,90.85079085,3.5
N2,N2_link654,link,,,24.04233532,90.85263217,389
N2,N2_LRP057c,bridge,B,CHARABAG BOX CULVERT,24.04272819,90.85447348,3.5
N2,N2_link655,link,,,24.04579401,90.8595673,1258
N2,N2_LRP058c,bridge,A,SHIBPUR RCC GIDER BRIDGE,24.04885983,90.86466112,38.7
N2,N2_link656,link,,,24.04940476,90.86544903,205
N2,N2_LRP059a,bridge,A,BARAICHA CULVERT,24.0499497,90.86623694,4
N2,N2_link657,link,,,24.05071181,90.87052863,936
N2,N2_LRP060a,bridge,A,Khamachor Bridge,24.05147391,90.87482031,40.5
N2,N2_link658,link,,,24.05149312,90.87714264,472
N2,N2_LRP060c,bridge,A,CURMARA CULVERT,24.05151233,90.87946498,7.3
N2,N2_link659,link,,,24.05172913,90.88311031,744
N2,N2_LRP061a,bridge,A,DARIKANDI CULVERT,24.05194594,90.88675564,7.3
N2,N2_link660,link,,,24.05246624,90.89313135,1310
N2,N2_LRP062a,bridge,A,Noya Kandi Bridge,24.05298654,90.89950706,13.65
N2,N2_link661,link,,,24.05316831,90.90186708,479
N2,N2_LRP063a,bridge,A,Patila Dua Bridge,24.05335007,90.90422709,13.1
N2,N2_link662,link,,,24.05386104,90.91069113,1321
N2,N2_LRP064a,bridge,A,NARAYERPUR CULVERT,24.054372,90.91715516,4
N2,N2_link663,link,,,24.05457063,90.91956979,497
N2,N2_LRP064b,bridge,A,NARAYAN PUR RCC GIDER BRIDGE,24.05476925,90.92198441,11.6
N2,N2_link664,link,,,24.05542342,90.93117103,1864
N2,N2_LRP066a,bridge,A,MUNDABAD BOX CULVERT,24.05607759,90.94035764,3.6
N2,N2_link665,link,,,24.05634833,90.94351035,649
N2,N2_LRP067a,bridge,A,Mahmudabad Bridge,24.05661906,90.94666306,15.85
N2,N2_link666,link,,,24.05670954,90.94815087,305
N2,N2_LRP067c,bridge,A,MANDABUS -3 BOX CULVERT,24.05680001,90.94963869,4
N2,N2_link667,link,,,24.0569631,90.95312405,719
N2,N2_LRP068b,bridge,B,mundubus 5 boxculvert,24.05712619,90.9566094,7.3
N2,N2_link668,link,,,24.05707771,90.96310956,1342
N2,N2_LRP069c,bridge,A,JAKANNATHPUR,24.05702922,90.96960971,4
N2,N2_link669,link,,,24.05698762,90.96993564,67
N2,N2_LRP069d,bridge,B,RASHOMPUR,24.05694601,90.97026157,6.4
N2,N2_link670,link,,,24.05694151,90.97029037,6
N2,N2_LRP069e,bridge,A,laxmipur brige,24.05693701,90.97031916,25.5
N2,N2_link671,link,,,24.05683877,90.97094791,131
N2,N2_LRP070a,bridge,A,LAXMEPUR CULVERT,24.05674054,90.97157665,4
N2,N2_link672,link,,,24.05648641,90.97325244,350
N2,N2_LRP070b,bridge,C,KOMOLPUR CULVERT (1),24.05623228,90.97492822,6
N2,N2_link673,link,,,24.05618123,90.97537465,89
N2,N2_LRP070c,bridge,A,KAMOLAPUR CULVERT,24.05613018,90.97582108,6
N2,N2_link674,link,,,24.05358346,90.98288852,1748
N2,N2_LRP072a,bridge,A,NEAR BHAIRAB SLAB CULVERT,24.05103675,90.98995596,14
N2,N2_link675,link,,,24.04497861,90.99640645,1826
N2,N2_LRP073b,bridge,A,BHAIROB SIDE CULVERT,24.03892047,91.00285695,3
N2,N2_link676,link,,,24.03891093,91.00290122,10
N2,N2_LRP073c,bridge,A,BHAIRAB END SIDE CULVERT,24.03890138,91.00294549,3
N2,N2_link677,link,,,24.03809258,91.00516704,501
N2,N2_LRP073f,bridge,B,SONARAMPUR,24.03728378,91.0073886,3.1
N2,N2_link678,link,,,24.03722756,91.00760647,42
N2,N2_LRP073g,bridge,A,SONARAMPUR,24.03717134,91.00782433,3.35
N2,N2_link679,link,,,24.03667241,91.01099483,660
N2,N2_LRP074a,bridge,A,SONAROMPUR,24.03617348,91.01416533,6.1
N2,N2_link680,link,,,24.03639139,91.01547764,273
N2,N2_LRP074b,bridge,C,SONARAMPUR CULVERT,24.0366093,91.01678996,3.1
N2,N2_link681,link,,,24.03737059,91.02088341,863
N2,N2_LRP075b,bridge,C,Sonarampur Bridge,24.03813188,91.02497687,79.75
N2,N2_link682,link,,,24.03842806,91.02666573,425
N2,N2_LRP076a,bridge,A,SUNSRAMPUR CULVERT,24.03872425,91.0283546,3.15
N2,N2_link683,link,,,24.03885398,91.02904657,766
N2,N2_LRP076b,bridge,A,SOHAGPUR 1,24.03898371,91.02973853,6.1
N2,N2_link684,link,,,24.04015051,91.03577054,1363
N2,N2_LRP078a,bridge,A,KAMORA,24.04131732,91.04180255,12.3
N2,N2_link685,link,,,24.04213446,91.04662579,998
N2,N2_LRP079a,bridge,A,KHARIALA 2,24.0429516,91.05144903,3.1
N2,N2_link686,link,,,24.04328348,91.05435518,598
N2,N2_LRP079b,bridge,A,KHARIALA -1 BOX CULVERT,24.04361535,91.05726132,12.57
N2,N2_link687,link,,,24.04362756,91.05736824,22
N2,N2_LRP079d,bridge,A,DOLOPARA CULVERT,24.04363976,91.05747515,3
N2,N2_link688,link,,,24.04424074,91.06266425,1054
